OBJECTID_1,OBJECTID,County,Contae,Local_Gove,Limistéar,Classifica,Cineál,Gaeltacht,Town_Class,ID,English_Na,Irish_Name,Foirm_Ghin,Alternativ,IG_E,IG_N,ITM_E,ITM_N,Irish_Vali,Legislatio,Validated_,Date_,Comment_,x,y
2766,2766,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207026,CLIFFONY NORTH,Cliafuine Thuaidh, , ,171217,355159,571175,855160,0,0,Fiontar,0, ,571175.0001,855160.0001
2767,2767,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207027,CLIFFONY SOUTH,Cliafuine Theas, , ,167297,351109,567256,851111,0,0,Fiontar,0, ,567256.0001,851111.0001
2768,2768,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207028,CLOONACOOL,Cluain na Cúile, , ,147919,319806,547881,819815,0,0,Fiontar,0, ,547881.0001,819815.0001
2769,2769,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207029,CLOONOGHILL,Cluain Eochaille, , ,161557,312493,561516,812503,0,0,Fiontar,0, ,561516.0001,812503.0001
2770,2770,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207030,COLLOONEY,Cúil Mhuine, , ,169042,326034,569000,826041,0,0,Fiontar,0, ,569000.0001,826041.0001
2771,2771,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207031,COOLANEY,Cúil Áine, , ,159202,324871,559162,824879,0,0,Fiontar,0, ,559162.0001,824879.0001
2772,2772,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207032,COOLAVIN,Cúil Ó bhFinn, , ,167297,301256,567255,801269,0,0,Fiontar,0, ,567255.0001,801269.0001
2773,2773,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207033,CUILMORE,An Choill Mhór, , ,167042,305554,567000,805566,0,0,Fiontar,0, ,567000.0001,805566.0001
2774,2774,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207034,DROMARD EAST,An Droim Ard Thoir, , ,158608,330358,558568,830365,0,0,Fiontar,0, ,558568.0001,830365.0001
2775,2775,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207035,DROMARD WEST,An Droim Ard Thiar, , ,155091,329123,555052,829130,0,0,Fiontar,0, ,555052.0001,829130.0001
2776,2776,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207036,DROMORE,An Droim Mór, , ,142823,332447,542787,832453,0,0,Fiontar,0, ,542787.0001,832453.0001
2777,2777,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207037,DRUMCLIFF EAST,Droim Chliabh Thoir, , ,170496,339557,570454,839561,0,0,Fiontar,0, ,570454.0001,839561.0001
2778,2778,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207038,DRUMCLIFF WEST,Droim Chliabh Thiar, , ,165330,340164,565289,840168,0,0,Fiontar,0, ,565289.0001,840168.0001
2779,2779,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207039,DRUMCOLUMB,Droim Cholm, , ,178571,323404,578527,823412,0,0,Fiontar,0, ,578527.0001,823412.0001
2780,2780,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207040,DRUMFIN,Droim Fionn, , ,169729,318065,569687,818074,0,0,Fiontar,0, ,569687.0001,818074.0001
2781,2781,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207041,DRUMRAT,Droim Raite, , ,166917,310624,566875,810635,0,0,Fiontar,0, ,566875.0001,810635.0001
2782,2782,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207042,EASKY EAST,Iascaigh Thoir, , ,138764,336099,538729,836104,0,0,Fiontar,0, ,538729.0001,836104.0001
2783,2783,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207043,EASKY WEST,Iascaigh Thiar, , ,132956,336215,532922,836220,0,0,Fiontar,0, ,532922.0001,836220.0001
2784,2784,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207044,GLENCAR,Gleann an Chairthe, , ,172726,342755,572683,842759,0,0,Fiontar,0, ,572683.0001,842759.0001
2785,2785,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207045,GLENDARRAGH,Gleann Darach, , ,145592,317285,545555,817294,0,0,Fiontar,0, ,545555.0001,817294.0001
2786,2786,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207046,KILFREE,Cill Fraoigh, , ,163128,303353,563087,803365,0,0,Fiontar,0, ,563087.0001,803365.0001
2787,2787,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207047,KILGLASS,Cill Ghlas, , ,131159,331294,531125,831300,0,0,Fiontar,0, ,531125.0001,831300.0001
2788,2788,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207048,KILLADOON,Cill Dhuibh Dhúin, , ,179328,317074,579284,817083,0,0,Fiontar,0, ,579284.0001,817083.0001
2789,2789,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207049,KILLARAGHT,Cill Athrachta, , ,171424,299181,571381,799194,0,0,Fiontar,0, ,571381.0001,799194.0001
2790,2790,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207050,KILMACOWEN,Cill Mhic Eoghain, , ,166592,331993,566551,831999,0,0,Fiontar,0, ,566551.0001,831999.0001
2791,2791,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207051,KILMACTEIGE,Cill Mac Taidhg, , ,138205,312893,538169,812903,0,0,Fiontar,0, ,538169.0001,812903.0001
2792,2792,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207052,KILMACTRANNY,Cill Mhic Treana, , ,181476,313003,581431,813013,0,0,Fiontar,0, ,581431.0001,813013.0001
2793,2793,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207053,KILSHALVY,Cill Ó Sealbhaigh, , ,164875,309258,564834,809269,0,0,Fiontar,0, ,564834.0001,809269.0001
2794,2794,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207054,KILTURRA,Cill Tura, , ,160428,309629,560388,809640,0,0,Fiontar,0, ,560388.0001,809640.0001
2795,2795,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207055,KNOCKAREE,Cnoc na Riabh, , ,162742,335218,562701,835223,0,0,Fiontar,0, ,562701.0001,835223.0001
2796,2796,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207056,LAKEVIEW,An Leathfhearann, , ,175431,316068,575388,816077,0,0,Fiontar,0, ,575388.0001,816077.0001
2797,2797,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207057,LEITRIM,Liatroim, , ,156226,313374,556187,813384,0,0,Fiontar,0, ,556187.0001,813384.0001
2798,2798,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207058,LISCONNY,Lios Cléirigh, , ,170040,322188,569998,822196,0,0,Fiontar,0, ,569998.0001,822196.0001
2799,2799,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207059,LISSADILL EAST, , , ,163542,344982,563501,844985,0,0, ,0, ,563501.0001,844985.0001
2800,2800,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207060,LISSADILL NORTH,Lios Ruanach, , ,163755,348912,563714,848915,0,0,Fiontar,0, ,563714.0001,848915.0001
2801,2801,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207061,LISSADILL WEST,Lios an Daill Thuaidh, , ,158637,344768,558597,844771,0,0,Fiontar,0, ,558597.0001,844771.0001
2802,2802,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207062,LOUGHIL,Loch Glinne, , ,150076,321642,550038,821650,0,0,Fiontar,0, ,550038.0001,821650.0001
2803,2803,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207063,MULLAGHERUSE,Mullacha Rua, , ,141114,325338,541078,825346,0,0,Fiontar,0, ,541078.0001,825346.0001
2804,2804,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207064,OWENMORE,An Abhainn Mhór, , ,160614,315108,560574,815118,0,0,Fiontar,0, ,560574.0001,815118.0001
2805,2805,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207065,RATHMACURKEY,Ráth Mhic Curcaí, , ,135620,330991,535585,830998,0,0,Fiontar,0, ,535585.0001,830998.0001
2806,2806,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207066,RIVERSTOWN,Baile idir Dhá Abhainn, , ,174301,319156,574258,819165,0,0,Fiontar,0, ,574258.0001,819165.0001
2807,2807,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207067,ROSSINVER EAST,Ros Inbhir Thoir, , ,173733,349045,573690,849047,0,0,Fiontar,0, ,573690.0001,849047.0001
2808,2808,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207068,ROSSINVER WEST,Ros Inbhir Thiar, , ,169028,348114,568986,848117,0,0,Fiontar,0, ,568986.0001,848117.0001
2809,2809,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207069,SHANCOUGH,Seanchua, , ,182527,320740,582482,820748,0,0,Fiontar,0, ,582482.0001,820748.0001
2810,2810,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207070,SKREEN,An Scrín, , ,151264,328560,551226,828567,0,0,Fiontar,0, ,551226.0001,828567.0001
2811,2811,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207071,SLIGO WEST,Sligeach Thiar, , ,167565,335475,567523,835480,0,0,Fiontar,0, ,567523.0001,835480.0001
2812,2812,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207072,STREAMSTOWN,Baile an tSrutháin, , ,155668,317571,555629,817580,0,0,Fiontar,0, ,555629.0001,817580.0001
2813,2813,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207073,TEMPLE,Teach an Teampla, , ,161504,319729,561464,819738,0,0,Fiontar,0, ,561464.0001,819738.0001
2814,2814,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207074,TEMPLEBOY NORTH,Teampall Baoith Thuaidh, , ,146382,332330,546345,832336,0,0,Fiontar,0, ,546345.0001,832336.0001
2815,2815,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207075,TEMPLEBOY SOUTH,Teampall Baoith Theas, , ,146773,328762,546736,828769,0,0,Fiontar,0, ,546736.0001,828769.0001
2816,2816,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207076,TEMPLEVANNY,Teampall an Mhanaigh, , ,172310,311751,572267,811761,0,0,Fiontar,0, ,572267.0001,811761.0001
2817,2817,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207077,TOBERCURRY,Tobar an Choire, , ,150579,312347,550541,812357,0,0,Fiontar,0, ,550541.0001,812357.0001
2818,2818,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207078,TOBERPATRICK EAST,Tobar Phádraig Thoir, , ,156778,333507,556739,833513,0,0,Fiontar,0, ,556739.0001,833513.0001
2819,2819,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207079,TOBERPATRICK WEST,Tobar Phádraig Thiar, , ,153418,333186,553379,833192,0,0,Fiontar,0, ,553379.0001,833192.0001
2820,2820,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207080,TOOMOUR,Tuaim Fhobhair, , ,171222,309249,571179,809260,0,0,Fiontar,0, ,571179.0001,809260.0001
2821,2821,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207081,SLIGO NORTH,Sligeach Thuaidh, , ,168814,336710,568772,836715,0,0,Fiontar,0, ,568772.0001,836715.0001
2822,2822,SLIGO,Sligeach,SLIGO, ,ED,T,N, ,207082,SLIGO EAST,Sligeach Thoir, , ,169853,334586,569811,834592,0,0,Fiontar,0, ,569811.0001,834592.0001
2823,2823,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217001,ABINGTON,Mainistir Uaithne, , ,184499,161332,584453,661375,1,847,FJF,1.16398E+12, ,584453.0001,661375.0001
2824,2824,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217002,AGHNAMEADLE,Áth na Méadal, , ,200803,173948,600753,673988,1,847,FJF,1.16398E+12, ,600753.0001,673988.0001
2825,2825,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217003,AGLISHCLOGHANE,Eaglais Chlocháin, , ,192822,199865,592774,699899,1,847,FJF,1.16398E+12, ,592774.0001,699899.0001
2826,2826,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217004,ANNER,An Annúir, , ,230149,136583,630093,636631,1,847,FJF,1.16398E+12, ,630093.0001,636631.0001
2827,2827,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217005,ARDCRONY,Ard Cróine, , ,188915,185951,588868,685988,1,847,FJF,1.16398E+12, ,588868.0001,685988.0001
2828,2828,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217006,ARDFINNAN,Ard Fhíonáin, , ,208873,116157,608822,616209,1,847,FJF,1.16398E+12, ,608822.0001,616209.0001
2829,2829,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217007,ARDMAYLE,Ard Máil, , ,202948,146170,602898,646216,1,847,FJF,1.16398E+12, ,602898.0001,646216.0001
2830,2830,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217008,ARDSALLAGH,Ard Saileach, , ,217135,139476,617082,639523,1,847,FJF,1.16398E+12, ,617082.0001,639523.0001
2831,2831,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217009,BALLINA,Béal an Átha, , ,172884,173136,572840,673176,1,847,FJF,1.16398E+12, ,572840.0001,673176.0001
2832,2832,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217010,BALLINGARRY,Baile an Gharraí, , ,230700,146422,630644,646468,1,847,FJF,1.16398E+12, ,630644.0001,646468.0001
2833,2833,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217011,BALLINGARRY,Baile an Gharraí, , ,198296,195230,598247,695265,1,847,FJF,1.16398E+12, ,598247.0001,695265.0001
2834,2834,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217012,BALLYBACON,Baile Uí Bhéacáin, , ,208389,111677,608338,611730,1,847,FJF,1.16398E+12, ,608338.0001,611730.0001
2835,2835,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217013,BALLYCAHILL,Bealach Achaille, , ,206194,159482,606143,659525,1,847,FJF,1.16398E+12, ,606143.0001,659525.0001
2836,2836,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217014,BALLYCARRON,Béal Átha Cáirthinn, , ,201390,133151,601340,633200,1,847,FJF,1.16398E+12, ,601340.0001,633200.0001
2837,2837,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217015,BALLYCLERAHAN,Baile Uí Chléireacháin, , ,212344,126300,612292,626350,1,847,FJF,1.16398E+12, ,612292.0001,626350.0001
2838,2838,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217016,BALLYGIBBON,Baile Ghiobúin, , ,193294,183479,593246,683517,1,847,FJF,1.16398E+12, ,593246.0001,683517.0001
2839,2839,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217017,BALLYGRIFFIN,Baile Ghrífín, , ,202122,142895,602072,642942,1,847,FJF,1.16398E+12, ,602072.0001,642942.0001
2840,2840,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217018,BALLYKISTEEN,Baile Mhic Oistín, , ,185148,140259,585102,640306,1,847,FJF,1.16398E+12, ,585102.0001,640306.0001
2841,2841,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217019,BALLYLUSKY,Baile Locha Loiscthe, , ,191548,187750,591500,687787,1,847,FJF,1.16398E+12, ,591500.0001,687787.0001
2842,2842,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217020,BALLYMACKEY,Baile Uí Mhacaí, , ,195763,179325,595714,679364,1,847,FJF,1.16398E+12, ,595714.0001,679364.0001
2843,2843,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217021,BALLYMURREEN,Baile Amoraoin, , ,216336,150927,616283,650972,1,847,FJF,1.16398E+12, ,616283.0001,650972.0001
2844,2844,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217022,BALLYNACLOGH,Baile na Cloiche, , ,188412,173371,588365,673411,1,847,FJF,1.16398E+12, ,588365.0001,673411.0001
2845,2845,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217023,BALLYPHILIP,Baile Philib, , ,227063,149820,627008,649865,1,847,FJF,1.16398E+12, ,627008.0001,649865.0001
2846,2846,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217024,BALLYPOREEN,Béal Átha Póirín, , ,190574,112454,590526,612507,1,847,FJF,1.16398E+12, ,590526.0001,612507.0001
2847,2847,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217025,BALLYSHEEHAN,Baile Uí Shíocháin, , ,211515,146891,611463,646937,1,847,FJF,1.16398E+12, ,611463.0001,646937.0001
2848,2848,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217026,BANSHA,An Bháinseach, , ,195255,132960,595206,633009,1,847,FJF,1.16398E+12, ,595206.0001,633009.0001
2849,2849,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217027,BIRDHILL,Cnocán an Éin Fhinn, , ,172350,169091,572307,669132,1,847,FJF,1.16398E+12, ,572307.0001,669132.0001
2850,2850,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217028,BORRISNAFARNEY,Buiríos na Fearna, , ,204902,172565,604851,672605,1,847,FJF,1.16398E+12, ,604851.0001,672605.0001
2851,2851,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217029,BORRISNOE,An Bhuiríos Nua, , ,205263,178875,605212,678914,1,847,FJF,1.16398E+12, ,605212.0001,678914.0001
2852,2852,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217030,BORRISOKANE,Buiríos Uí Chéin, , ,190219,195059,590172,695094,1,847,FJF,1.16398E+12, ,590172.0001,695094.0001
2853,2853,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217031,BORRISOLEIGH,Buiríos Ó Luigheach, , ,202318,166236,602268,666278,1,847,FJF,1.16398E+12, ,602268.0001,666278.0001
2854,2854,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217032,BOURNEY EAST,Boirinn Thoir, , ,215287,181341,615234,681379,1,847,FJF,1.16398E+12, ,615234.0001,681379.0001
2855,2855,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217033,BOURNEY WEST,Boirinn Thiar, , ,209502,181264,609450,681302,1,847,FJF,1.16398E+12, ,609450.0001,681302.0001
2856,2856,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217034,BRUIS,Brí Ois, , ,183880,132731,583834,632780,1,847,FJF,1.16398E+12, ,583834.0001,632780.0001
2857,2857,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217035,BUOLICK,Buailic, , ,226930,155633,626875,655677,1,847,FJF,1.16398E+12, ,626875.0001,655677.0001
2858,2858,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217036,BURGESBEG,An Bhuirgéis, , ,178270,173940,578225,673980,1,847,FJF,1.16398E+12, ,578225.0001,673980.0001
2859,2859,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217037,BURNCOURT,An Chúirt Dóite, , ,192802,119128,592754,619180,1,847,FJF,1.16398E+12, ,592754.0001,619180.0001
2860,2860,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217038,CAHER,An Chathair, , ,206607,123014,606556,623065,1,847,FJF,1.16398E+12, ,606556.0001,623065.0001
2861,2861,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217039,CAPPAGH,An Cheapach, , ,187622,148926,587575,648971,1,847,FJF,1.16398E+12, ,587575.0001,648971.0001
2862,2862,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217040,CARRICK-on-SUIR RURAL,Carraig na Siúire (Tuath), , ,237694,124052,637636,624103,1,847,FJF,1.16398E+12, ,637636.0001,624103.0001
2863,2863,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217041,CARRICK-on-SUIR URBAN,Carraig na Siúire (Uirbeach), , ,240152,122201,640094,622252,1,847,FJF,1.16398E+12, ,640094.0001,622252.0001
2864,2864,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217042,CARRICKBEG URBAN,An Charraig Bheag (Uirbeach), , ,240778,121148,640720,621199,1,847,FJF,1.16398E+12, ,640720.0001,621199.0001
2865,2865,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217043,CARRIG,An Charraig, , ,202633,201792,602583,701826,1,847,FJF,1.16398E+12, ,602583.0001,701826.0001
2866,2866,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217044,CARRIGATOGHER,Carraig an Tóchair, , ,182476,175354,582430,675394,1,847,FJF,1.16398E+12, ,582430.0001,675394.0001
2867,2867,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217045,CASHEL RURAL,Caiseal (Tuath), , ,206274,142716,606223,642763,1,847,FJF,1.16398E+12, ,606223.0001,642763.0001
2868,2868,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217046,CASHEL URBAN,Caiseal (Uirbeach), , ,207500,140965,607449,641012,1,847,FJF,1.16398E+12, ,607449.0001,641012.0001
2869,2869,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217047,CASTLETOWN,Baile an Chaisleáin, , ,174737,181336,574693,681374,1,847,FJF,1.16398E+12, ,574693.0001,681374.0001
2870,2870,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217048,CLOGHEEN,An Chloichín, , ,197669,111969,597620,612022,1,847,FJF,1.16398E+12, ,597620.0001,612022.0001
2871,2871,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217049,CLOGHER,An Clochar, , ,198322,154612,598273,654656,1,847,FJF,1.16398E+12, ,598273.0001,654656.0001
2872,2872,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217050,CLOGHJORDAN,Cloch Shiurdáin, , ,198313,189511,598264,689548,1,847,FJF,1.16398E+12, ,598264.0001,689548.0001
2873,2873,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217051,CLOGHPRIOR,Cloch an Phrióra, , ,184042,188970,583996,689007,1,847,FJF,1.16398E+12, ,583996.0001,689007.0001
2874,2874,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217052,CLOHASKIN,Glaise Easa Caoin, , ,200654,200077,600604,700111,1,847,FJF,1.16398E+12, ,600604.0001,700111.0001
2875,2875,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217053,CLONBEG,Cluain Big, , ,187638,127547,587591,627597,1,847,FJF,1.16398E+12, ,587591.0001,627597.0001
2876,2876,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217054,CLONEEN,An Cluainín, , ,227336,134032,627281,634080,1,847,FJF,1.16398E+12, ,627281.0001,634080.0001
2877,2877,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217055,CLONMEL RURAL,Cluain Meala Thoir (Tuath), , ,220771,125172,620717,625222,1,847,FJF,1.16398E+12, ,620717.0001,625222.0001
2878,2878,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217056,CLONMEL WEST URBAN,Cluain Meala Thiar (Uirbeach), , ,219288,122608,619234,622659,1,847,FJF,1.16398E+12, ,619234.0001,622659.0001
2879,2879,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217057,CLONOULTY EAST,Cluain Abhla Thoir, , ,203984,151927,603934,651972,1,847,FJF,1.16398E+12, ,603934.0001,651972.0001
2880,2880,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217058,CLONOULTY WEST,Cluain Abhla Thiar, , ,197734,151034,597685,651079,1,847,FJF,1.16398E+12, ,597685.0001,651079.0001
2881,2881,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217059,COLMAN,Cill Cholmáin, , ,218906,132223,618852,632272,1,847,FJF,1.16398E+12, ,618852.0001,632272.0001
2882,2882,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217060,COOLAGARRANROE,Cúil an Ghearráin Rua, , ,189827,118419,589780,618471,1,847,FJF,1.16398E+12, ,589780.0001,618471.0001
2883,2883,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217061,COOLEAGH,An Chuailleach, , ,221680,142878,621626,642925,1,847,FJF,1.16398E+12, ,621626.0001,642925.0001
2884,2884,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217062,CROHANE,Cruachán, , ,226232,146033,626177,646079,1,847,FJF,1.16398E+12, ,626177.0001,646079.0001
2885,2885,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217063,CULLEN,Cuilleann, , ,181463,138982,581417,639030,1,847,FJF,1.16398E+12, ,581417.0001,639030.0001
2886,2886,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217064,CURRAHEEN,An Curraichín, , ,192339,155909,592291,655953,1,847,FJF,1.16398E+12, ,592291.0001,655953.0001
2887,2887,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217065,DERRYCASTLE,Doire, , ,171847,176402,571804,676441,1,847,FJF,1.16398E+12, ,571804.0001,676441.0001
2888,2888,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217066,DERRYGRATH,Deargráth, , ,209433,121848,609381,621899,1,847,FJF,1.16398E+12, ,609381.0001,621899.0001
2889,2889,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217067,DOLLA,An Doladh, , ,189555,167085,589508,667126,1,847,FJF,1.16398E+12, ,589508.0001,667126.0001
2890,2890,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217068,DONOHILL,Dún Eochaille, , ,192712,149443,592664,649488,1,847,FJF,1.16398E+12, ,592664.0001,649488.0001
2891,2891,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217069,DRANGAN,Drongán, , ,228452,141782,628396,641829,1,847,FJF,1.16398E+12, ,628396.0001,641829.0001
2892,2892,TIPPERARY,Tiobraid Árann,NORTH TIPPERARY, ,ED,T,N, ,217070,DROM,An Drom, , ,208195,169951,608144,669992,1,847,FJF,1.16398E+12, ,608144.0001,669992.0001
2893,2893,TIPPERARY,Tiobraid Árann,SOUTH TIPPERARY, ,ED,T,N, ,217071,DRUMWOOD,Coill an Droma, , ,185999,144629,585953,644675,1,847,FJF,1.16398E+12, ,585953.0001,644675.0001
